timestamp_ms,temp_c,humidity_pct,pressure_hpa,label
494000,55.88,13.81,982.23,danger
486000,13.58,28.64,1010.89,cold
122000,58.72,2.59,992.19,danger
460000,52.66,14.62,977.7,danger
18000,49.16,16.4,975.06,danger
134000,30.78,49.36,990.47,warm
314000,49.89,19.07,977.85,danger
594000,20.1,86.93,1017.07,humid
208000,46.85,10.77,970.31,danger
64000,54.38,10.2,988.31,danger
208000,7.13,29.7,993.32,cold
466000,22.17,49.23,1016.94,comfortable
36000,4.98,23.25,987.02,cold
392000,22.2,42.94,1000.48,comfortable
118000,46.8,7.92,976.98,danger
162000,20.84,58.08,1005.05,comfortable
408000,46.28,18.15,981.71,danger
594000,39.15,38.93,998.7,warm
512000,19.57,77.43,1007.46,humid
222000,19.42,49.5,1016.86,comfortable
152000,50.51,1.1,980.12,danger
360000,12.19,32.61,985.78,cold
166000,21.51,93.74,1008.92,humid
398000,5.4,41.88,1013.52,cold
130000,51.88,1.81,982.8,danger
500000,19.54,98.31,1016.59,humid
448000,4.13,27.88,1002.14,cold
164000,40.61,32.95,1002.05,warm
476000,28.87,48.09,1005.94,warm
586000,53.32,16.72,972.68,danger
424000,23.33,93.98,1019.7,humid
48000,30.81,25.16,1011.24,warm
122000,35.39,32.04,1008.41,warm
574000,57.89,2.68,972.8,danger
258000,25.36,97.65,1015.54,humid
214000,-3.56,33.28,1013.11,cold
64000,34.88,25.86,1006.51,warm
258000,34.85,24.82,1002.3,warm
84000,57.42,3.82,981.91,danger
250000,33.14,46.36,1012.41,warm
56000,13.43,22.69,1003.95,cold
422000,19.49,91.83,1012.68,humid
154000,1.42,44.72,990.79,cold
186000,-4.58,21.77,1012.7,cold
314000,-3.44,43.81,992.87,cold
508000,19.66,31.34,1005.3,comfortable
388000,27.87,90.55,998.23,humid
32000,23.03,97.76,1013.44,humid
570000,20.41,90.33,1015.02,humid
136000,5.57,29.83,1002.74,cold
482000,10.75,22.07,1007.8,cold
412000,4.79,35.65,1003.43,cold
512000,57.26,18.15,973.72,danger
172000,23.06,51.53,1010.51,comfortable
442000,54.79,15.96,974.51,danger
530000,19.16,50.11,1022.6,comfortable
574000,20.62,40.17,1003.28,comfortable
566000,52.49,9.69,976.04,danger
584000,6.44,30.78,1011.27,cold
590000,54.68,10.38,978.94,danger
156000,20.6,89.61,1006.37,humid
468000,44.6,26.17,1016.0,warm
200000,27.98,97.88,996.72,humid
442000,21.42,41.17,1014.86,comfortable
226000,22.05,56.91,1022.56,comfortable
144000,14.71,35.08,1006.7,cold
566000,31.0,26.84,994.61,warm
348000,19.15,38.34,1000.12,comfortable
470000,33.41,49.27,1012.38,warm
356000,23.29,75.1,1018.3,humid
552000,24.54,86.6,1015.5,humid
412000,27.68,75.09,1007.41,humid
164000,24.38,90.82,1018.06,humid
570000,20.91,48.92,1009.43,comfortable
534000,14.42,32.56,987.1,cold
148000,33.47,23.84,993.26,warm
592000,24.55,93.15,1016.74,humid
62000,24.77,36.07,1020.56,comfortable
502000,42.94,38.53,996.05,warm
420000,22.86,32.16,1000.1,comfortable
292000,20.33,92.64,1011.98,humid
46000,22.1,88.7,1015.03,humid
418000,8.75,46.94,995.54,cold
34000,4.45,21.19,1000.83,cold
64000,23.55,81.09,995.66,humid
38000,7.39,27.21,1012.94,cold
376000,23.23,47.17,1019.98,comfortable
220000,-4.78,49.99,998.88,cold
72000,19.82,89.83,1008.12,humid
536000,23.74,97.84,1015.93,humid
38000,59.5,8.61,987.11,danger
394000,20.04,77.26,1013.96,humid
2000,23.33,89.26,1002.98,humid
166000,19.17,44.38,1011.33,comfortable
202000,-4.57,48.11,1005.49,cold
96000,22.78,47.7,1016.93,comfortable
166000,52.82,4.68,973.24,danger
310000,22.71,35.51,1005.71,comfortable
502000,25.77,88.27,1008.83,humid
482000,20.22,88.51,1008.6,humid
148000,25.54,95.86,1007.68,humid
314000,22.32,76.37,1017.56,humid
414000,-2.17,32.93,991.98,cold
58000,48.66,18.2,976.39,danger
560000,56.04,14.52,981.48,danger
472000,55.6,10.06,990.72,danger
358000,23.24,42.35,1021.39,comfortable
310000,50.81,16.99,987.29,danger
92000,50.9,4.2,991.36,danger
280000,25.87,82.28,1001.6,humid
98000,18.33,80.97,1004.82,humid
432000,0.59,25.24,990.92,cold
126000,30.14,48.46,1017.26,warm
554000,25.1,87.8,1001.42,humid
596000,27.79,86.5,1018.78,humid
92000,40.07,38.31,997.23,warm
220000,18.45,82.24,1011.47,humid
28000,11.59,20.42,999.61,cold
130000,27.45,85.7,1003.26,humid
146000,50.84,3.94,991.56,danger
578000,39.11,34.27,992.33,warm
176000,54.61,19.81,994.86,danger
62000,14.24,42.7,1006.55,cold
486000,21.72,59.71,1010.2,comfortable
348000,57.09,0.58,984.76,danger
502000,49.89,10.76,994.34,danger
328000,9.8,36.86,1003.12,cold
174000,23.39,85.89,1018.61,humid
222000,38.19,47.72,1013.27,warm
440000,56.76,19.02,977.62,danger
50000,53.85,11.2,991.82,danger
16000,32.29,27.81,996.46,warm
562000,-1.0,27.13,1010.61,cold
196000,44.89,41.69,1014.36,warm
140000,32.3,49.13,1002.22,warm
108000,22.94,43.98,1021.32,comfortable
276000,57.14,7.58,982.78,danger
564000,19.0,81.62,1005.04,humid
24000,43.33,36.84,1008.8,warm
42000,26.07,92.82,1005.85,humid
218000,24.32,59.97,1011.91,comfortable
236000,6.99,48.42,1001.46,cold
182000,10.19,36.92,997.06,cold
200000,24.36,39.06,1006.03,comfortable
450000,23.9,94.39,1005.81,humid
138000,11.66,35.08,995.16,cold
350000,52.88,8.13,974.24,danger
532000,19.99,52.89,1021.64,comfortable
156000,5.95,27.7,996.2,cold
592000,24.86,51.09,1006.95,comfortable
458000,44.86,33.38,1001.89,warm
88000,21.61,92.99,1007.57,humid
226000,18.4,90.75,996.36,humid
100000,20.25,96.28,995.82,humid
154000,34.81,23.1,1015.44,warm
572000,18.34,35.33,1009.85,comfortable
476000,57.13,14.19,977.41,danger
260000,7.88,30.17,1003.6,cold
252000,20.31,37.16,1006.15,comfortable
54000,42.48,34.28,1004.35,warm
584000,24.47,39.23,1006.09,comfortable
496000,36.35,38.78,1004.28,warm
254000,9.23,22.01,1012.07,cold
16000,19.7,76.91,1009.99,humid
110000,43.1,45.57,1012.89,warm
340000,20.04,42.12,1006.04,comfortable
132000,22.45,84.83,1012.35,humid
466000,26.82,77.4,999.11,humid
102000,13.12,21.03,1006.61,cold
418000,21.54,33.48,1024.79,comfortable
394000,56.9,12.44,988.91,danger
280000,21.41,55.53,1000.04,comfortable
366000,21.29,79.17,1009.07,humid
180000,26.36,96.0,998.46,humid
100000,-0.39,39.69,1004.72,cold
576000,19.6,77.16,1014.48,humid
596000,47.87,3.5,991.4,danger
370000,40.66,21.21,997.15,warm
454000,39.66,22.32,1015.95,warm
398000,20.17,45.38,1017.7,comfortable
578000,4.33,22.16,1000.33,cold
488000,14.62,41.71,993.73,cold
336000,27.31,76.84,1002.76,humid
10000,46.06,13.37,988.78,danger
308000,25.58,79.47,1019.77,humid
20000,20.6,44.34,1013.83,comfortable
294000,21.64,48.35,1010.78,comfortable
242000,1.01,33.57,1001.9,cold
564000,19.66,33.15,1023.38,comfortable
596000,23.46,59.45,1004.64,comfortable
26000,-0.26,38.39,1001.12,cold
582000,18.36,43.45,1023.87,comfortable
98000,10.19,22.8,1002.56,cold
596000,32.91,30.43,1006.63,warm
286000,20.45,76.53,1004.11,humid
504000,29.63,45.92,1016.64,warm
196000,46.35,6.79,983.33,danger
258000,22.11,54.03,1012.9,comfortable
322000,23.25,98.14,1014.74,humid
62000,34.31,37.57,993.82,warm
46000,37.22,39.39,1012.82,warm
160000,5.11,43.54,1000.15,cold
356000,38.75,39.03,1016.3,warm
522000,39.09,36.21,995.07,warm
270000,18.16,36.05,1017.45,comfortable
412000,29.97,48.93,992.81,warm
426000,43.86,48.3,1016.51,warm
342000,59.46,12.94,972.97,danger
270000,39.0,45.67,1002.36,warm
546000,12.11,27.53,999.16,cold
524000,55.46,17.2,978.18,danger
304000,10.26,31.37,1004.31,cold
130000,12.2,28.11,1007.02,cold
316000,23.09,53.52,1001.21,comfortable
106000,48.84,14.3,983.27,danger
184000,47.29,1.61,971.87,danger
550000,40.75,35.25,1005.66,warm
104000,32.16,23.46,999.09,warm
74000,23.3,75.12,1017.08,humid
190000,51.93,0.28,980.07,danger
384000,46.33,16.72,982.97,danger
200000,58.37,14.32,981.79,danger
582000,34.68,44.67,999.23,warm
128000,7.78,46.38,991.65,cold
390000,19.25,46.47,1008.66,comfortable
80000,49.87,1.46,989.58,danger
296000,25.68,95.6,1003.2,humid
276000,35.48,46.34,997.38,warm
470000,52.16,0.41,984.18,danger
86000,13.82,44.19,1001.18,cold
192000,20.53,54.76,1018.56,comfortable
568000,30.98,39.13,997.39,warm
28000,54.44,7.92,984.19,danger
312000,19.97,59.4,1008.27,comfortable
238000,35.64,45.56,991.16,warm
220000,39.22,31.77,997.59,warm
44000,52.31,6.92,978.36,danger
354000,36.33,46.14,1003.24,warm
428000,44.67,23.81,999.04,warm
170000,47.32,1.44,973.91,danger
506000,51.47,9.48,986.51,danger
436000,18.34,81.73,1008.58,humid
294000,41.23,31.1,1013.88,warm
356000,24.24,49.04,1019.32,comfortable
180000,38.59,33.85,995.86,warm
178000,51.34,19.93,985.12,danger
214000,55.38,3.05,978.61,danger
332000,53.18,5.63,981.88,danger
294000,18.64,92.08,1013.91,humid
484000,26.15,97.06,1017.15,humid
68000,-0.66,35.13,1005.92,cold
530000,13.6,40.56,1009.17,cold
374000,8.86,42.93,989.98,cold
288000,11.49,31.58,1000.83,cold
518000,-3.97,24.5,991.77,cold
588000,23.91,30.22,1018.84,comfortable
488000,35.08,25.85,1011.3,warm
324000,47.24,3.23,986.49,danger
176000,19.13,33.55,1018.8,comfortable
262000,22.51,96.63,1008.94,humid
358000,59.47,9.01,970.66,danger
552000,35.9,33.1,1011.38,warm
12000,26.92,89.16,996.55,humid
374000,47.79,12.34,973.86,danger
382000,27.81,75.64,995.06,humid
86000,25.65,85.74,997.59,humid
580000,23.83,57.82,1008.49,comfortable
436000,55.6,6.36,970.06,danger
236000,22.35,81.49,996.43,humid
96000,42.87,46.65,999.42,warm
534000,37.16,26.86,992.22,warm
424000,53.9,15.42,988.56,danger
316000,25.48,96.98,995.51,humid
598000,40.49,39.88,1008.66,warm
316000,37.22,40.7,1001.98,warm
150000,38.34,29.63,996.76,warm
66000,40.92,40.39,1011.15,warm
312000,6.01,47.29,985.75,cold
246000,52.04,18.05,971.47,danger
222000,-1.43,33.66,997.59,cold
378000,55.77,3.56,984.55,danger
532000,41.99,33.04,1019.69,warm
56000,37.93,48.07,994.42,warm
36000,33.18,40.3,994.63,warm
204000,54.04,17.04,994.93,danger
104000,26.37,90.56,995.97,humid
24000,22.51,36.98,1024.25,comfortable
342000,21.61,44.23,1014.23,comfortable
520000,19.02,32.52,1018.54,comfortable
438000,2.47,47.58,1012.06,cold
588000,58.94,5.6,976.78,danger
392000,0.7,41.85,987.66,cold
276000,23.48,52.36,1009.85,comfortable
498000,43.18,26.06,1003.49,warm
30000,5.92,47.83,988.22,cold
490000,-4.15,21.99,1011.45,cold
354000,13.85,26.49,1010.77,cold
516000,35.42,48.37,1017.09,warm
278000,18.58,48.9,1010.42,comfortable
218000,56.28,12.24,985.69,danger
246000,27.56,85.9,1005.07,humid
448000,20.01,33.59,1020.91,comfortable
126000,21.16,96.19,1009.91,humid
218000,35.84,48.37,1002.98,warm
50000,32.31,46.71,995.26,warm
598000,22.5,48.61,1013.05,comfortable
186000,27.88,98.15,995.71,humid
264000,22.63,77.36,1019.62,humid
140000,1.06,32.53,998.39,cold
558000,51.86,17.98,994.25,danger
92000,20.06,86.06,1014.89,humid
138000,54.06,2.87,988.92,danger
546000,40.79,34.93,1016.47,warm
406000,42.27,29.32,1009.15,warm
274000,20.7,76.36,1003.06,humid
6000,22.88,45.43,1018.02,comfortable
536000,54.68,10.73,994.8,danger
334000,39.65,24.19,996.83,warm
42000,42.38,26.37,1005.88,warm
10000,24.83,43.88,1019.55,comfortable
146000,18.49,92.37,999.08,humid
494000,41.62,36.12,1005.95,warm
552000,46.03,12.24,983.41,danger
78000,22.69,58.08,1021.64,comfortable
484000,42.15,24.61,990.82,warm
484000,19.63,55.17,1013.01,comfortable
272000,24.71,33.75,1005.18,comfortable
4000,-2.3,44.21,1007.59,cold
344000,9.66,42.64,1007.53,cold
492000,3.9,45.88,1006.88,cold
380000,19.47,79.68,1009.71,humid
330000,57.06,15.78,972.95,danger
562000,30.02,22.0,1013.9,warm
548000,59.99,15.78,982.39,danger
376000,14.75,25.99,998.53,cold
376000,50.89,1.46,988.0,danger
152000,35.91,25.8,1013.79,warm
28000,44.7,28.12,1016.84,warm
284000,39.14,34.45,1004.05,warm
38000,37.4,21.98,995.93,warm
556000,46.28,13.08,990.71,danger
386000,-3.58,29.23,988.73,cold
464000,23.63,87.44,1006.84,humid
248000,39.22,29.92,1001.86,warm
506000,30.61,48.47,1014.35,warm
588000,42.84,32.85,1017.29,warm
586000,-0.72,20.33,1014.61,cold
562000,58.8,2.55,985.9,danger
34000,48.24,10.9,971.78,danger
528000,20.57,83.13,1019.33,humid
454000,21.89,59.86,1005.78,comfortable
228000,-2.0,47.67,991.98,cold
420000,-4.05,49.85,1011.6,cold
158000,19.35,81.42,1018.86,humid
350000,20.17,75.96,1005.81,humid
132000,21.91,53.23,1020.19,comfortable
186000,31.6,29.62,1002.09,warm
558000,31.54,34.34,1004.03,warm
178000,21.85,97.06,1001.71,humid
422000,22.07,55.26,1000.41,comfortable
518000,27.14,76.03,1007.86,humid
362000,2.56,25.64,1010.09,cold
472000,35.84,26.56,1016.57,warm
348000,-1.5,46.07,1001.36,cold
122000,14.87,27.96,1005.37,cold
170000,18.63,59.6,1008.58,comfortable
298000,48.8,14.35,990.81,danger
32000,51.12,10.37,986.97,danger
30000,20.26,92.01,996.6,humid
120000,6.65,33.45,1011.19,cold
300000,47.19,18.99,974.57,danger
60000,4.37,26.06,1009.85,cold
266000,26.26,76.03,1001.2,humid
398000,49.83,18.1,989.46,danger
384000,24.18,88.28,1016.4,humid
546000,22.14,53.06,1009.43,comfortable
244000,4.54,32.48,996.04,cold
124000,30.24,29.72,1016.69,warm
44000,5.57,28.38,1007.96,cold
4000,24.01,46.08,1022.58,comfortable
12000,23.33,41.55,1021.67,comfortable
22000,42.9,44.8,995.96,warm
534000,20.83,93.32,1007.07,humid
76000,25.07,79.42,1002.31,humid
554000,59.34,19.72,975.95,danger
430000,23.17,35.19,1022.43,comfortable
240000,54.94,4.43,990.61,danger
54000,18.31,45.98,1002.12,comfortable
530000,50.54,4.98,973.78,danger
248000,27.81,79.57,998.85,humid
370000,13.53,22.81,998.36,cold
76000,10.38,42.94,998.11,cold
458000,6.87,34.94,992.24,cold
452000,11.21,26.27,1001.81,cold
48000,9.75,31.36,1012.01,cold
498000,1.73,20.71,1010.39,cold
512000,23.72,38.76,1018.34,comfortable
50000,19.36,49.58,1010.29,comfortable
72000,44.01,26.21,1013.47,warm
544000,32.38,23.22,1008.93,warm
94000,20.02,37.6,1012.87,comfortable
212000,21.15,38.52,1019.8,comfortable
98000,33.77,47.89,998.18,warm
110000,23.47,45.68,1008.7,comfortable
416000,-1.95,37.95,1004.98,cold
426000,23.63,38.42,1014.62,comfortable
240000,22.09,49.69,1012.82,comfortable
538000,5.09,35.64,999.02,cold
510000,4.6,43.87,1012.81,cold
144000,23.97,40.93,1024.94,comfortable
360000,47.19,7.39,983.05,danger
240000,4.88,30.65,989.9,cold
90000,23.63,53.85,1021.45,comfortable
126000,55.51,5.48,990.42,danger
446000,31.0,31.59,1006.91,warm
536000,0.18,31.0,1002.24,cold
414000,18.58,76.5,1015.25,humid
148000,57.07,1.53,975.29,danger
404000,14.06,34.15,998.7,cold
466000,40.37,24.73,997.73,warm
474000,18.86,81.84,1009.8,humid
6000,8.87,48.11,1011.78,cold
330000,44.59,35.67,1015.53,warm
4000,53.02,14.1,972.65,danger
154000,54.0,2.79,991.42,danger
486000,54.51,7.66,992.8,danger
176000,27.35,88.12,1005.98,humid
120000,22.68,57.94,1006.87,comfortable
570000,0.27,42.87,1007.18,cold
184000,21.12,47.65,1005.88,comfortable
132000,13.66,46.81,1009.82,cold
210000,3.89,37.63,986.6,cold
388000,19.07,53.62,1000.75,comfortable
560000,18.3,44.96,1010.23,comfortable
190000,-1.46,44.48,1000.66,cold
118000,37.01,49.9,1016.02,warm
438000,43.04,49.15,1014.89,warm
424000,-2.2,31.54,999.79,cold
334000,11.98,35.23,988.0,cold
364000,21.63,47.65,1011.36,comfortable
572000,59.82,2.08,989.4,danger
220000,21.19,49.97,1024.87,comfortable
84000,22.9,54.03,1001.22,comfortable
212000,21.29,82.96,1007.9,humid
408000,18.1,45.61,1003.15,comfortable
440000,8.03,20.98,1011.32,cold
104000,23.51,46.95,1016.79,comfortable
490000,33.47,37.06,1009.07,warm
462000,20.08,77.69,995.41,humid
514000,18.12,82.41,1018.15,humid
534000,49.6,8.08,986.46,danger
20000,27.72,82.03,1018.33,humid
366000,20.21,39.51,1015.09,comfortable
274000,21.38,45.14,1007.55,comfortable
498000,26.75,86.34,1016.3,humid
160000,22.65,46.59,1001.68,comfortable
24000,54.61,17.31,981.23,danger
210000,23.02,56.38,1014.04,comfortable
